entry,at,order
"Player stacks: #1 ""潘大帅 @ mCcr85adzw"" (450) | #2 ""Stu-phone @ HWSTvsaq5F"" (4978) | #3 ""Po4 ：（ @ oZrEs0aO5K"" (1928) | #5 ""UL @ EyF8Dy3tOI"" (4612) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1662) | #7 ""HC3 @ 6fs2b5y3k4"" (2100) | #9 ""AnonyZZZ @ BU96Oldlbq"" (270)",2023-12-31T18:30:12.809Z,170404741280901
"-- starting hand #57 (id: qg0vuxisiauh)  (No Limit Texas Hold'em) (dealer: ""遗物无疑 @ KBIwhPQuUg"") --",2023-12-31T18:30:12.809Z,170404741280900
"""潘大帅 @ mCcr85adzw"" shows a K♦, 10♦.",2023-12-31T18:30:08.996Z,170404740899600
"""Po4 ：（ @ oZrEs0aO5K"" shows a Q♥, K♥.",2023-12-31T18:30:08.301Z,170404740830100
"""遗物无疑 @ KBIwhPQuUg"" shows a K♣, 6♠.",2023-12-31T18:30:06.630Z,170404740663000
"""AnonyZZZ @ BU96Oldlbq"" shows a 3♥, 5♦.",2023-12-31T18:30:05.263Z,170404740526300
"""UL @ EyF8Dy3tOI"" shows a 2♥, Q♣.",2023-12-31T18:30:04.993Z,170404740499300
"-- ending hand #56 --",2023-12-31T18:30:03.279Z,170404740327902
"""HC3 @ 6fs2b5y3k4"" collected 1440 from pot with Straight, 7 High (combination: 7♦, 6♦, 5♥, 4♥, 3♦)",2023-12-31T18:30:03.279Z,170404740327901
"""HC3 @ 6fs2b5y3k4"" shows a 4♥, 3♦.",2023-12-31T18:30:03.279Z,170404740327900
"""Stu-phone @ HWSTvsaq5F"" checks",2023-12-31T18:30:02.441Z,170404740244100
"""潘大帅 @ mCcr85adzw"" checks",2023-12-31T18:30:01.237Z,170404740123700
"""HC3 @ 6fs2b5y3k4"" checks",2023-12-31T18:29:57.049Z,170404739704900
"River: 5♥, 7♦, 5♣, 6♦ [A♠]",2023-12-31T18:29:55.271Z,170404739527100
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T18:29:54.405Z,170404739440500
"""UL @ EyF8Dy3tOI"" folds",2023-12-31T18:29:52.336Z,170404739233600
"""Po4 ：（ @ oZrEs0aO5K"" folds",2023-12-31T18:29:50.734Z,170404739073400
"""Stu-phone @ HWSTvsaq5F"" calls 360",2023-12-31T18:29:49.642Z,170404738964200
"""潘大帅 @ mCcr85adzw"" calls 360",2023-12-31T18:29:34.413Z,170404737441300
"""HC3 @ 6fs2b5y3k4"" bets 360",2023-12-31T18:29:30.610Z,170404737061000
"""遗物无疑 @ KBIwhPQuUg"" checks",2023-12-31T18:29:25.927Z,170404736592700
"Turn: 5♥, 7♦, 5♣ [6♦]",2023-12-31T18:29:22.232Z,170404736223200
"""Po4 ：（ @ oZrEs0aO5K"" calls 40",2023-12-31T18:29:21.374Z,170404736137400
"""Stu-phone @ HWSTvsaq5F"" calls 40",2023-12-31T18:29:20.271Z,170404736027100
"""潘大帅 @ mCcr85adzw"" calls 40",2023-12-31T18:29:19.050Z,170404735905000
"""HC3 @ 6fs2b5y3k4"" calls 40",2023-12-31T18:29:15.644Z,170404735564400
"""遗物无疑 @ KBIwhPQuUg"" calls 40",2023-12-31T18:29:14.132Z,170404735413200
"""UL @ EyF8Dy3tOI"" raises to 40",2023-12-31T18:29:05.152Z,170404734515200
"""Po4 ：（ @ oZrEs0aO5K"" calls 20",2023-12-31T18:29:02.465Z,170404734246500
"""Stu-phone @ HWSTvsaq5F"" bets 20",2023-12-31T18:29:01.095Z,170404734109500
"""潘大帅 @ mCcr85adzw"" checks",2023-12-31T18:28:58.877Z,170404733887700
"""HC3 @ 6fs2b5y3k4"" checks",2023-12-31T18:28:55.965Z,170404733596500
"""遗物无疑 @ KBIwhPQuUg"" checks",2023-12-31T18:28:53.871Z,170404733387100
"Flop:  [5♥, 7♦, 5♣]",2023-12-31T18:28:50.505Z,170404733050500
"""HC3 @ 6fs2b5y3k4"" checks",2023-12-31T18:28:49.675Z,170404732967500
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T18:28:48.421Z,170404732842100
"""UL @ EyF8Dy3tOI"" calls 20",2023-12-31T18:28:45.888Z,170404732588800
"""Po4 ：（ @ oZrEs0aO5K"" calls 20",2023-12-31T18:28:44.724Z,170404732472400
"""Stu-phone @ HWSTvsaq5F"" calls 20",2023-12-31T18:28:42.160Z,170404732216000
"""潘大帅 @ mCcr85adzw"" calls 20",2023-12-31T18:28:40.902Z,170404732090200
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T18:28:36.737Z,170404731673700
"""HC3 @ 6fs2b5y3k4"" posts a big blind of 20",2023-12-31T18:28:24.677Z,170404730467710
"""遗物无疑 @ KBIwhPQuUg"" posts a small blind of 10",2023-12-31T18:28:24.677Z,170404730467709
"Your hand is 3♥, 5♦",2023-12-31T18:28:24.677Z,170404730467708
"Player stacks: #1 ""潘大帅 @ mCcr85adzw"" (870) | #2 ""Stu-phone @ HWSTvsaq5F"" (5398) | #3 ""Po4 ：（ @ oZrEs0aO5K"" (1988) | #5 ""UL @ EyF8Dy3tOI"" (4672) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1722) | #7 ""HC3 @ 6fs2b5y3k4"" (1080) | #9 ""AnonyZZZ @ BU96Oldlbq"" (270)",2023-12-31T18:28:24.677Z,170404730467701
"-- starting hand #56 (id: vsiosbuyx2bg)  (No Limit Texas Hold'em) (dealer: ""UL @ EyF8Dy3tOI"") --",2023-12-31T18:28:24.677Z,170404730467700
"""遗物无疑 @ KBIwhPQuUg"" shows a 9♥, 7♦.",2023-12-31T18:28:18.096Z,170404729809600
"""UL @ EyF8Dy3tOI"" shows a 9♣, Q♦.",2023-12-31T18:28:16.823Z,170404729682300
"-- ending hand #55 --",2023-12-31T18:28:15.468Z,170404729546805
"""潘大帅 @ mCcr85adzw"" collected 200 from pot with Two Pair, A's & 8's (combination: A♠, A♦, 8♣, 8♥, K♥)",2023-12-31T18:28:15.468Z,170404729546804
"""潘大帅 @ mCcr85adzw"" shows a A♠, K♥.",2023-12-31T18:28:15.468Z,170404729546803
"""AnonyZZZ @ BU96Oldlbq"" collected 270 from pot with Four of a Kind, 8's (combination: 8♠, 8♦, 8♣, 8♥, A♦)",2023-12-31T18:28:15.468Z,170404729546802
"""AnonyZZZ @ BU96Oldlbq"" shows a 8♠, 8♦.",2023-12-31T18:28:15.468Z,170404729546801
"Uncalled bet of 352 returned to ""潘大帅 @ mCcr85adzw""",2023-12-31T18:28:15.468Z,170404729546800
"""UL @ EyF8Dy3tOI"" folds",2023-12-31T18:28:14.611Z,170404729461100
"""潘大帅 @ mCcr85adzw"" bets 352",2023-12-31T18:28:07.282Z,170404728728200
"""UL @ EyF8Dy3tOI"" checks",2023-12-31T18:27:56.860Z,170404727686000
"River: 8♣, 10♦, 8♥, A♦ [2♥]",2023-12-31T18:27:52.438Z,170404727243800
"""HC3 @ 6fs2b5y3k4"" folds",2023-12-31T18:27:51.555Z,170404727155500
"""UL @ EyF8Dy3tOI"" calls 80",2023-12-31T18:27:50.248Z,170404727024800
"""Po4 ：（ @ oZrEs0aO5K"" folds",2023-12-31T18:27:48.384Z,170404726838400
"""潘大帅 @ mCcr85adzw"" raises to 80",2023-12-31T18:27:44.198Z,170404726419800
"""HC3 @ 6fs2b5y3k4"" calls 40",2023-12-31T18:27:38.917Z,170404725891700
"""UL @ EyF8Dy3tOI"" bets 40",2023-12-31T18:27:37.009Z,170404725700900
"Turn: 8♣, 10♦, 8♥ [A♦]",2023-12-31T18:27:29.077Z,170404724907700
"""Po4 ：（ @ oZrEs0aO5K"" checks",2023-12-31T18:27:28.213Z,170404724821300
"""潘大帅 @ mCcr85adzw"" checks",2023-12-31T18:27:27.114Z,170404724711400
"""HC3 @ 6fs2b5y3k4"" checks",2023-12-31T18:27:22.919Z,170404724291900
"""UL @ EyF8Dy3tOI"" checks",2023-12-31T18:27:20.351Z,170404724035100
"Flop:  [8♣, 10♦, 8♥]",2023-12-31T18:27:13.263Z,170404723326300
"""HC3 @ 6fs2b5y3k4"" calls 50",2023-12-31T18:27:12.403Z,170404723240300
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T18:27:11.102Z,170404723110200
"""UL @ EyF8Dy3tOI"" calls 50",2023-12-31T18:27:09.511Z,170404722951100
"""Po4 ：（ @ oZrEs0aO5K"" calls 50",2023-12-31T18:27:08.311Z,170404722831100
"""Stu-phone @ HWSTvsaq5F"" folds",2023-12-31T18:27:07.177Z,170404722717700
"""潘大帅 @ mCcr85adzw"" calls 50",2023-12-31T18:26:54.853Z,170404721485300
"""AnonyZZZ @ BU96Oldlbq"" raises to 50 and go all in",2023-12-31T18:26:52.973Z,170404721297300
"""HC3 @ 6fs2b5y3k4"" calls 20",2023-12-31T18:26:50.128Z,170404721012800
"""遗物无疑 @ KBIwhPQuUg"" posts a big blind of 20",2023-12-31T18:26:46.420Z,170404720642010
"""UL @ EyF8Dy3tOI"" posts a small blind of 10",2023-12-31T18:26:46.420Z,170404720642009
"Your hand is 8♠, 8♦",2023-12-31T18:26:46.420Z,170404720642008
"Player stacks: #1 ""潘大帅 @ mCcr85adzw"" (800) | #2 ""Stu-phone @ HWSTvsaq5F"" (5398) | #3 ""Po4 ：（ @ oZrEs0aO5K"" (2038) | #5 ""UL @ EyF8Dy3tOI"" (4802) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1742) | #7 ""HC3 @ 6fs2b5y3k4"" (1170) | #9 ""AnonyZZZ @ BU96Oldlbq"" (50)",2023-12-31T18:26:46.420Z,170404720642001
"-- starting hand #55 (id: qkzxv12nvirj)  (No Limit Texas Hold'em) (dealer: ""Po4 ：（ @ oZrEs0aO5K"") --",2023-12-31T18:26:46.420Z,170404720642000
"""遗物无疑 @ KBIwhPQuUg"" shows a 10♦, 8♣.",2023-12-31T18:26:45.349Z,170404720534900
"""潘大帅 @ mCcr85adzw"" shows a 9♣, 4♥.",2023-12-31T18:26:41.520Z,170404720152000
"""HC3 @ 6fs2b5y3k4"" shows a 9♥, 3♦.",2023-12-31T18:26:41.272Z,170404720127200
"""AnonyZZZ @ BU96Oldlbq"" shows a 5♠, K♦.",2023-12-31T18:26:41.253Z,170404720125300
"""Stu-phone @ HWSTvsaq5F"" shows a 8♦, 5♥.",2023-12-31T18:26:41.220Z,170404720122000
"""Po4 ：（ @ oZrEs0aO5K"" shows a 5♦, 10♥.",2023-12-31T18:26:40.734Z,170404720073400
"""UL @ EyF8Dy3tOI"" shows a 2♥, 6♥.",2023-12-31T18:26:40.298Z,170404720029800
"-- ending hand #54 --",2023-12-31T18:26:38.617Z,170404719861702
"""UL @ EyF8Dy3tOI"" collected 120 from pot",2023-12-31T18:26:38.617Z,170404719861701
"Uncalled bet of 100 returned to ""UL @ EyF8Dy3tOI""",2023-12-31T18:26:38.617Z,170404719861700
"""Po4 ：（ @ oZrEs0aO5K"" folds",2023-12-31T18:26:37.754Z,170404719775400
"""UL @ EyF8Dy3tOI"" bets 100",2023-12-31T18:26:35.934Z,170404719593400
"""Po4 ：（ @ oZrEs0aO5K"" checks",2023-12-31T18:26:20.719Z,170404718071900
"River: A♦, Q♦, 4♣, 6♠ [7♥]",2023-12-31T18:26:17.900Z,170404717790000
"""UL @ EyF8Dy3tOI"" checks",2023-12-31T18:26:17.062Z,170404717706200
"""Po4 ：（ @ oZrEs0aO5K"" checks",2023-12-31T18:26:15.598Z,170404717559800
"Turn: A♦, Q♦, 4♣ [6♠]",2023-12-31T18:26:10.786Z,170404717078600
"""UL @ EyF8Dy3tOI"" checks",2023-12-31T18:26:09.943Z,170404716994300
"""Po4 ：（ @ oZrEs0aO5K"" checks",2023-12-31T18:26:08.247Z,170404716824700
"Flop:  [A♦, Q♦, 4♣]",2023-12-31T18:26:03.427Z,170404716342700
"""Po4 ：（ @ oZrEs0aO5K"" calls 40",2023-12-31T18:26:02.612Z,170404716261200
"""Stu-phone @ HWSTvsaq5F"" folds",2023-12-31T18:26:01.524Z,170404716152400
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T18:25:55.717Z,170404715571700
"""UL @ EyF8Dy3tOI"" raises to 40",2023-12-31T18:25:48.203Z,170404714820300
"""Po4 ：（ @ oZrEs0aO5K"" calls 20",2023-12-31T18:25:45.484Z,170404714548400
"""Stu-phone @ HWSTvsaq5F"" calls 20",2023-12-31T18:25:44.374Z,170404714437400
"""潘大帅 @ mCcr85adzw"" folds",2023-12-31T18:25:43.146Z,170404714314600
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T18:25:40.036Z,170404714003600
"""HC3 @ 6fs2b5y3k4"" folds",2023-12-31T18:25:38.972Z,170404713897200
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T18:25:37.628Z,170404713762800
"""UL @ EyF8Dy3tOI"" posts a big blind of 20",2023-12-31T18:25:31.124Z,170404713112411
"""Po4 ：（ @ oZrEs0aO5K"" posts a small blind of 10",2023-12-31T18:25:31.124Z,170404713112410
"Your hand is 5♠, K♦",2023-12-31T18:25:31.124Z,170404713112409
"Player stacks: #1 ""潘大帅 @ mCcr85adzw"" (800) | #2 ""Stu-phone @ HWSTvsaq5F"" (5418) | #3 ""Po4 ：（ @ oZrEs0aO5K"" (2078) | #5 ""UL @ EyF8Dy3tOI"" (4722) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1762) | #7 ""HC3 @ 6fs2b5y3k4"" (1170) | #9 ""AnonyZZZ @ BU96Oldlbq"" (50)",2023-12-31T18:25:31.124Z,170404713112402
"-- starting hand #54 (id: gm9of3ymd6up)  (No Limit Texas Hold'em) (dealer: ""Stu-phone @ HWSTvsaq5F"") --",2023-12-31T18:25:31.124Z,170404713112401
"The player ""潘大帅 @ mCcr85adzw"" joined the game with a stack of 800.",2023-12-31T18:25:31.124Z,170404713112400
"""AnonyZZZ @ BU96Oldlbq"" shows a 4♠, A♣.",2023-12-31T18:25:27.531Z,170404712753100
"""遗物无疑 @ KBIwhPQuUg"" shows a A♥, 9♥.",2023-12-31T18:25:27.276Z,170404712727600
"""HC3 @ 6fs2b5y3k4"" shows a J♦, Q♥.",2023-12-31T18:25:27.036Z,170404712703600
"""Po4 ：（ @ oZrEs0aO5K"" shows a 10♥, Q♦.",2023-12-31T18:25:27.012Z,170404712701200
"""UL @ EyF8Dy3tOI"" shows a 9♣, J♠.",2023-12-31T18:25:26.984Z,170404712698400
"-- ending hand #53 --",2023-12-31T18:25:24.721Z,170404712472102
"""Stu-phone @ HWSTvsaq5F"" collected 100 from pot",2023-12-31T18:25:24.721Z,170404712472101
"Uncalled bet of 500 returned to ""Stu-phone @ HWSTvsaq5F""",2023-12-31T18:25:24.721Z,170404712472100
"""HC3 @ 6fs2b5y3k4"" folds",2023-12-31T18:25:23.860Z,170404712386000
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T18:25:22.656Z,170404712265600
"""UL @ EyF8Dy3tOI"" folds",2023-12-31T18:25:21.630Z,170404712163000
"""Po4 ：（ @ oZrEs0aO5K"" folds",2023-12-31T18:25:17.887Z,170404711788700
"""Stu-phone @ HWSTvsaq5F"" bets 500",2023-12-31T18:25:15.959Z,170404711595900
"Turn: 8♣, 3♦, 2♠ [K♠]",2023-12-31T18:25:02.904Z,170404710290400
"""HC3 @ 6fs2b5y3k4"" checks",2023-12-31T18:25:02.081Z,170404710208100
"""遗物无疑 @ KBIwhPQuUg"" checks",2023-12-31T18:25:00.602Z,170404710060200
"""UL @ EyF8Dy3tOI"" checks",2023-12-31T18:24:57.913Z,170404709791300
"""Po4 ：（ @ oZrEs0aO5K"" checks",2023-12-31T18:24:56.780Z,170404709678000
"""Stu-phone @ HWSTvsaq5F"" checks",2023-12-31T18:24:55.694Z,170404709569400
"Flop:  [8♣, 3♦, 2♠]",2023-12-31T18:24:36.082Z,170404707608200
"""Po4 ：（ @ oZrEs0aO5K"" checks",2023-12-31T18:24:35.257Z,170404707525700
"""Stu-phone @ HWSTvsaq5F"" calls 20",2023-12-31T18:24:32.050Z,170404707205000
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T18:24:28.799Z,170404706879900
"""HC3 @ 6fs2b5y3k4"" calls 20",2023-12-31T18:24:27.464Z,170404706746400
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T18:24:26.161Z,170404706616100
"""UL @ EyF8Dy3tOI"" calls 20",2023-12-31T18:24:23.848Z,170404706384800
"""Po4 ：（ @ oZrEs0aO5K"" posts a big blind of 20",2023-12-31T18:24:19.840Z,170404705984009
"""Stu-phone @ HWSTvsaq5F"" posts a small blind of 10",2023-12-31T18:24:19.840Z,170404705984008
"Your hand is 4♠, A♣",2023-12-31T18:24:19.840Z,170404705984007
"Player stacks: #2 ""Stu-phone @ HWSTvsaq5F"" (5338) | #3 ""Po4 ：（ @ oZrEs0aO5K"" (2098) | #5 ""UL @ EyF8Dy3tOI"" (4742) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1782) | #7 ""HC3 @ 6fs2b5y3k4"" (1190) | #9 ""AnonyZZZ @ BU96Oldlbq"" (50)",2023-12-31T18:24:19.840Z,170404705984001
"-- starting hand #53 (id: 6ogp9wgjd9yb)  (No Limit Texas Hold'em) (dead button) --",2023-12-31T18:24:19.840Z,170404705984000
"""HC3 @ 6fs2b5y3k4"" shows a Q♦, 4♠.",2023-12-31T18:24:17.312Z,170404705731200
"""Stu-phone @ HWSTvsaq5F"" shows a J♣, 2♦.",2023-12-31T18:24:16.074Z,170404705607400
"""UL @ EyF8Dy3tOI"" shows a 9♠, 3♦.",2023-12-31T18:24:15.471Z,170404705547100
"""AnonyZZZ @ BU96Oldlbq"" shows a A♣, 4♣.",2023-12-31T18:24:15.195Z,170404705519500
"""遗物无疑 @ KBIwhPQuUg"" shows a 10♣, 10♠.",2023-12-31T18:24:14.930Z,170404705493000
"-- ending hand #52 --",2023-12-31T18:24:13.433Z,170404705343302
"""Po4 ：（ @ oZrEs0aO5K"" collected 80 from pot",2023-12-31T18:24:13.433Z,170404705343301
"Uncalled bet of 120 returned to ""Po4 ：（ @ oZrEs0aO5K""",2023-12-31T18:24:13.433Z,170404705343300
"""Stu-phone @ HWSTvsaq5F"" folds",2023-12-31T18:24:12.587Z,170404705258700
"""遗物无疑 @ KBIwhPQuUg"" folds",2023-12-31T18:24:11.381Z,170404705138100
"""UL @ EyF8Dy3tOI"" folds",2023-12-31T18:24:10.266Z,170404705026600
"""Po4 ：（ @ oZrEs0aO5K"" bets 120",2023-12-31T18:24:07.255Z,170404704725500
"""Stu-phone @ HWSTvsaq5F"" checks",2023-12-31T18:24:02.591Z,170404704259100
"Flop:  [Q♥, 3♥, 8♥]",2023-12-31T18:23:52.958Z,170404703295800
"""Stu-phone @ HWSTvsaq5F"" checks",2023-12-31T18:23:52.046Z,170404703204600
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T18:23:46.058Z,170404702605800
"The admin approved the player ""潘大帅 @ mCcr85adzw"" participation with a stack of 800.",2023-12-31T18:23:34.270Z,170404701427000
"""HC3 @ 6fs2b5y3k4"" folds",2023-12-31T18:23:26.511Z,170404700651100
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T18:23:25.102Z,170404700510200
"""UL @ EyF8Dy3tOI"" calls 20",2023-12-31T18:23:22.411Z,170404700241100
"The player ""潘大帅 @ mCcr85adzw"" requested a seat.",2023-12-31T18:23:21.620Z,170404700162000
"""Po4 ：（ @ oZrEs0aO5K"" calls 20",2023-12-31T18:23:20.142Z,170404700014200
"""Stu-phone @ HWSTvsaq5F"" posts a big blind of 20",2023-12-31T18:23:16.605Z,170404699660511
"Dead Small Blind",2023-12-31T18:23:16.605Z,170404699660510
"Your hand is A♣, 4♣",2023-12-31T18:23:16.605Z,170404699660509
"Player stacks: #2 ""Stu-phone @ HWSTvsaq5F"" (5358) | #3 ""Po4 ：（ @ oZrEs0aO5K"" (2038) | #5 ""UL @ EyF8Dy3tOI"" (4762) | #6 ""遗物无疑 @ KBIwhPQuUg"" (1802) | #7 ""HC3 @ 6fs2b5y3k4"" (1190) | #9 ""AnonyZZZ @ BU96Oldlbq"" (50)",2023-12-31T18:23:16.605Z,170404699660503
"-- starting hand #52 (id: uoneqs1yrw8u)  (No Limit Texas Hold'em) (dealer: ""AnonyZZZ @ BU96Oldlbq"") --",2023-12-31T18:23:16.605Z,170404699660502
"The player ""Mika小姐的🐱D： @ noyRc_Pbad"" quits the game with a stack of 0.",2023-12-31T18:23:16.605Z,170404699660501
"The player ""潘大帅 @ mCcr85adzw"" quits the game with a stack of 0.",2023-12-31T18:23:16.605Z,170404699660500
"""HC3 @ 6fs2b5y3k4"" shows a A♥, 8♠.",2023-12-31T18:23:16.275Z,170404699627500
"""潘大帅 @ mCcr85adzw"" shows a 5♦, K♦.",2023-12-31T18:23:11.153Z,170404699115300
"""AnonyZZZ @ BU96Oldlbq"" shows a 9♦, 6♦.",2023-12-31T18:23:10.251Z,170404699025100
"""遗物无疑 @ KBIwhPQuUg"" shows a J♠, K♣.",2023-12-31T18:23:10.240Z,170404699024000
"""Mika小姐的🐱D： @ noyRc_Pbad"" shows a J♣, J♥.",2023-12-31T18:23:09.086Z,170404698908600
"""UL @ EyF8Dy3tOI"" shows a 5♣, 3♦.",2023-12-31T18:23:08.738Z,170404698873800
"-- ending hand #51 --",2023-12-31T18:23:06.994Z,170404698699404
"""Stu-phone @ HWSTvsaq5F"" collected 540 from pot with Three of a Kind, Q's (combination: Q♣, Q♥, Q♦, J♦, 9♣)",2023-12-31T18:23:06.994Z,170404698699403
"""Stu-phone @ HWSTvsaq5F"" collected 2110 from pot with Three of a Kind, Q's (combination: Q♣, Q♥, Q♦, J♦, 9♣)",2023-12-31T18:23:06.994Z,170404698699402
"""Stu-phone @ HWSTvsaq5F"" collected 1218 from pot with Three of a Kind, Q's (combination: Q♣, Q♥, Q♦, J♦, 9♣)",2023-12-31T18:23:06.994Z,170404698699401
"""Stu-phone @ HWSTvsaq5F"" shows a Q♣, Q♥.",2023-12-31T18:23:06.994Z,170404698699400
"""遗物无疑 @ KBIwhPQuUg"" calls 20",2023-12-31T18:23:06.184Z,170404698618400
"""UL @ EyF8Dy3tOI"" calls 20",2023-12-31T18:23:03.855Z,170404698385500
"""Po4 ：（ @ oZrEs0aO5K"" folds",2023-12-31T18:22:57.567Z,170404697756700
"""Stu-phone @ HWSTvsaq5F"" bets 20",2023-12-31T18:22:53.076Z,170404697307600
"River: 5♥, 4♣, J♦, Q♦ [9♣]",2023-12-31T18:22:41.044Z,170404696104400
"""遗物无疑 @ KBIwhPQuUg"" calls 340",2023-12-31T18:22:40.232Z,170404696023200
"""UL @ EyF8Dy3tOI"" calls 340",2023-12-31T18:22:32.880Z,170404695288000
"""Po4 ：（ @ oZrEs0aO5K"" calls 340",2023-12-31T18:22:29.864Z,170404694986400
"""Stu-phone @ HWSTvsaq5F"" raises to 340",2023-12-31T18:22:27.864Z,170404694786400
"""Mika小姐的🐱D： @ noyRc_Pbad"" calls 220 and go all in",2023-12-31T18:22:24.643Z,170404694464300
"""遗物无疑 @ KBIwhPQuUg"" calls 220",2023-12-31T18:22:18.999Z,170404693899900
"""UL @ EyF8Dy3tOI"" raises to 220",2023-12-31T18:22:17.485Z,170404693748500
"""Po4 ：（ @ oZrEs0aO5K"" calls 100",2023-12-31T18:22:05.876Z,170404692587600
"""Stu-phone @ HWSTvsaq5F"" calls 100",2023-12-31T18:22:03.686Z,170404692368600
"""Mika小姐的🐱D： @ noyRc_Pbad"" bets 100",2023-12-31T18:21:57.336Z,170404691733600
"Turn: 5♥, 4♣, J♦ [Q♦]",2023-12-31T18:21:43.098Z,170404690309800
"""Mika小姐的🐱D： @ noyRc_Pbad"" calls 320",2023-12-31T18:21:42.240Z,170404690224000
"""遗物无疑 @ KBIwhPQuUg"" calls 320",2023-12-31T18:21:37.048Z,170404689704800
"""UL @ EyF8Dy3tOI"" calls 320",2023-12-31T18:21:33.981Z,170404689398100
"""Po4 ：（ @ oZrEs0aO5K"" calls 320",2023-12-31T18:21:28.580Z,170404688858000
"""Stu-phone @ HWSTvsaq5F"" raises to 320",2023-12-31T18:21:25.427Z,170404688542700
"""Mika小姐的🐱D： @ noyRc_Pbad"" calls 280",2023-12-31T18:21:22.065Z,170404688206500
"""遗物无疑 @ KBIwhPQuUg"" raises to 280",2023-12-31T18:21:16.402Z,170404687640200
"""UL @ EyF8Dy3tOI"" calls 240",2023-12-31T18:21:06.257Z,170404686625700
"""Po4 ：（ @ oZrEs0aO5K"" calls 240",2023-12-31T18:21:02.704Z,170404686270400
"""Stu-phone @ HWSTvsaq5F"" raises to 240",2023-12-31T18:21:00.817Z,170404686081700
"""Mika小姐的🐱D： @ noyRc_Pbad"" raises to 200",2023-12-31T18:20:54.754Z,170404685475400
"""潘大帅 @ mCcr85adzw"" calls 118 and go all in",2023-12-31T18:20:46.862Z,170404684686200
"""HC3 @ 6fs2b5y3k4"" folds",2023-12-31T18:20:44.179Z,170404684417900
"""遗物无疑 @ KBIwhPQuUg"" calls 160",2023-12-31T18:20:42.886Z,170404684288600
"""UL @ EyF8Dy3tOI"" calls 160",2023-12-31T18:20:40.468Z,170404684046800
"""Po4 ：（ @ oZrEs0aO5K"" calls 160",2023-12-31T18:20:35.319Z,170404683531900
"""Stu-phone @ HWSTvsaq5F"" raises to 160",2023-12-31T18:20:32.722Z,170404683272200
"""Mika小姐的🐱D： @ noyRc_Pbad"" raises to 120",2023-12-31T18:20:28.990Z,170404682899000
"""潘大帅 @ mCcr85adzw"" calls 80",2023-12-31T18:20:10.020Z,170404681002000
"""HC3 @ 6fs2b5y3k4"" calls 80",2023-12-31T18:20:07.083Z,170404680708300
"""遗物无疑 @ KBIwhPQuUg"" raises to 80",2023-12-31T18:20:03.343Z,170404680334300
"""UL @ EyF8Dy3tOI"" calls 40",2023-12-31T18:19:59.520Z,170404679952000
"""Po4 ：（ @ oZrEs0aO5K"" calls 40",2023-12-31T18:19:57.727Z,170404679772700
"""Stu-phone @ HWSTvsaq5F"" raises to 40",2023-12-31T18:19:56.188Z,170404679618800
"""Mika小姐的🐱D： @ noyRc_Pbad"" bets 20",2023-12-31T18:19:53.155Z,170404679315500
"""潘大帅 @ mCcr85adzw"" checks",2023-12-31T18:19:48.561Z,170404678856100
"Flop:  [5♥, 4♣, J♦]",2023-12-31T18:19:42.528Z,170404678252800
"""Mika小姐的🐱D： @ noyRc_Pbad"" calls 60",2023-12-31T18:19:41.690Z,170404678169000
"""潘大帅 @ mCcr85adzw"" calls 60",2023-12-31T18:19:40.562Z,170404678056200
"""HC3 @ 6fs2b5y3k4"" calls 60",2023-12-31T18:19:38.030Z,170404677803000
"""遗物无疑 @ KBIwhPQuUg"" calls 60",2023-12-31T18:19:36.536Z,170404677653600
"""UL @ EyF8Dy3tOI"" calls 60",2023-12-31T18:19:32.166Z,170404677216600
"""Po4 ：（ @ oZrEs0aO5K"" calls 60",2023-12-31T18:19:26.784Z,170404676678400
"""Stu-phone @ HWSTvsaq5F"" raises to 60",2023-12-31T18:19:23.819Z,170404676381900
"""Mika小姐的🐱D： @ noyRc_Pbad"" calls 40",2023-12-31T18:19:18.541Z,170404675854100
"""潘大帅 @ mCcr85adzw"" calls 40",2023-12-31T18:19:13.092Z,170404675309200
"""AnonyZZZ @ BU96Oldlbq"" folds",2023-12-31T18:19:10.767Z,170404675076700
"""HC3 @ 6fs2b5y3k4"" calls 40",2023-12-31T18:18:49.371Z,170404672937100
"""遗物无疑 @ KBIwhPQuUg"" raises to 40",2023-12-31T18:18:42.592Z,170404672259200
